Todo;Código postal;Municipio
32054 Ourense;32054; Ourense
27038 Ourol;27038; Ourol
27039 Outeiro de Rei;27039; Outeiro de Rei
15062 Outes;15062; Outes
33044 Oviedo;33044; Oviedo
01043 Oyón-Oion;01043; Oyón-Oion
15063 Oza dos Ríos;15063; Oza dos Ríos
15902 Oza-Cesuras;15902; Oza-Cesuras
08154 Pacs del Penedès;08154; Pacs del Penedès
15064 Paderne;15064; Paderne
32055 Paderne de Allariz;32055; Paderne de Allariz
05176 Padiernos;05176; Padiernos
09242 Padilla de Abajo;09242; Padilla de Abajo
09243 Padilla de Arriba;09243; Padilla de Arriba
32056 Padrenda;32056; Padrenda
15065 Padrón;15065; Padrón
09244 Padrones de Bureba;09244; Padrones de Bureba
18150 Padul;18150; Padul
04071 Padules;04071; Padules
46186 Paiporta;46186; Paiporta
35015 Pájara;35015; Pájara
40154 Pajarejos;40154; Pajarejos
05177 Pajares de Adaja;05177; Pajares de Adaja
37225 Pajares de la Laguna;37225; Pajares de la Laguna
49141 Pajares de la Lampreana;49141; Pajares de la Lampreana
24107 Pajares de los Oteros;24107; Pajares de los Oteros
16146 Pajarón;16146; Pajarón
16147 Pajaroncillo;16147; Pajaroncillo
05178 Palacios de Goda;05178; Palacios de Goda
09246 Palacios de la Sierra;09246; Palacios de la Sierra
24108 Palacios de la Valduerna;24108; Palacios de la Valduerna
09247 Palacios de Riopisuerga;09247; Palacios de Riopisuerga
49143 Palacios de Sanabria;49143; Palacios de Sanabria
37226 Palacios del Arzobispo;37226; Palacios del Arzobispo
49142 Palacios del Pan;49142; Palacios del Pan
24109 Palacios del Sil;24109; Palacios del Sil
41069 Palacios y Villafranca, Los;41069; Palacios y Villafranca, Los
37228 Palaciosrubios;37228; Palaciosrubios
08155 Palafolls;08155; Palafolls
17117 Palafrugell;17117; Palafrugell
17118 Palamós;17118; Palamós
12087 Palanques;12087; Palanques
27040 Palas de Rei;27040; Palas de Rei
25158 Palau d'Anglesola, El;25158; Palau d'Anglesola, El
17119 Palau de Santa Eulàlia;17119; Palau de Santa Eulàlia
17121 Palau-sator;17121; Palau-sator
17120 Palau-saverdera;17120; Palau-saverdera
08156 Palau-solità i Plegamans;08156; Palau-solità i Plegamans
47109 Palazuelo de Vedija;47109; Palazuelo de Vedija
40155 Palazuelos de Eresma;40155; Palazuelos de Eresma
09248 Palazuelos de la Sierra;09248; Palazuelos de la Sierra
09249 Palazuelos de Muñó;09249; Palazuelos de Muñó
34120 Palencia;34120; Palencia
37229 Palencia de Negrilla;37229; Palencia de Negrilla
14048 Palenciana;14048; Palenciana
34121 Palenzuela;34121; Palenzuela
43100 Pallaresos, Els;43100; Pallaresos, Els
08157 Pallejà;08157; Pallejà
07040 Palma;07040; Palma
08905 Palma de Cervelló, La;08905; Palma de Cervelló, La
46187 Palma de Gandía;46187; Palma de Gandía
43099 Palma d'Ebre, La;43099; Palma d'Ebre, La
21054 Palma del Condado, La;21054; Palma del Condado, La
14049 Palma del Río;14049; Palma del Río
19208 Pálmaces de Jadraque;19208; Pálmaces de Jadraque
41904 Palmar de Troya, El;41904; Palmar de Troya, El
35016 Palmas de Gran Canaria, Las;35016; Palmas de Gran Canaria, Las
46188 Palmera;46188; Palmera
22168 Palo;22168; Palo
17123 Palol de Revardit;17123; Palol de Revardit
44176 Palomar de Arroyos;44176; Palomar de Arroyos
46189 Palomar, el;46189; Palomar, el
16148 Palomares del Campo;16148; Palomares del Campo
41070 Palomares del Río;41070; Palomares del Río
06098 Palomas;06098; Palomas
45127 Palomeque;45127; Palomeque
16149 Palomera;16149; Palomera
10137 Palomero;10137; Palomero
21055 Palos de la Frontera;21055; Palos de la Frontera
17124 Pals;17124; Pals
18151 Pampaneira;18151; Pampaneira
09250 Pampliega;09250; Pampliega
31201 Pamplona/Iruña;31201; Pamplona/Iruña
09251 Pancorbo;09251; Pancorbo
44177 Pancrudo;44177; Pancrudo
50200 Paniza;50200; Paniza
22170 Panticosa;22170; Panticosa
45128 Pantoja;45128; Pantoja
27041 Pantón;27041; Pantón
05179 Papatrigo;05179; Papatrigo
08158 Papiol, El;08158; Papiol, El
16150 Paracuellos;16150; Paracuellos
28104 Paracuellos de Jarama;28104; Paracuellos de Jarama
50201 Paracuellos de Jiloca;50201; Paracuellos de Jiloca
50202 Paracuellos de la Ribera;50202; Paracuellos de la Ribera
37230 Parada de Arriba;37230; Parada de Arriba
37231 Parada de Rubiales;37231; Parada de Rubiales
32057 Parada de Sil;32057; Parada de Sil
41071 Paradas;41071; Paradas
27042 Paradela;27042; Paradela
37232 Paradinas de San Juan;37232; Paradinas de San Juan
34122 Páramo de Boedo;34122; Páramo de Boedo
24110 Páramo del Sil;24110; Páramo del Sil
27043 Páramo, O;27043; Páramo, O
29077 Parauta;29077; Parauta
03100 Parcent;03100; Parcent
09253 Pardilla;09253; Pardilla
17125 Pardines;17125; Pardines
19209 Pardos;19209; Pardos
16151 Paredes;16151; Paredes
45129 Paredes de Escalona;45129; Paredes de Escalona
34123 Paredes de Nava;34123; Paredes de Nava
19210 Paredes de Sigüenza;19210; Paredes de Sigüenza
19211 Pareja;19211; Pareja
08159 Parets del Vallès;08159; Parets del Vallès
28106 Parla;28106; Parla
17126 Parlavà;17126; Parlavà
16152 Parra de las Vegas, La;16152; Parra de las Vegas, La
06099 Parra, La;06099; Parra, La
05180 Parral, El;05180; Parral, El
44178 Parras de Castellote, Las;44178; Parras de Castellote, Las
33045 Parres;33045; Parres
47110 Parrilla, La;47110; Parrilla, La
45130 Parrillas;45130; Parrillas
04072 Partaloa;04072; Partaloa
09255 Partido de la Sierra en Tobalina;09255; Partido de la Sierra en Tobalina
20064 Pasaia;20064; Pasaia
10138 Pasarón de la Vera;10138; Pasarón de la Vera
05181 Pascualcobo;05181; Pascualcobo
38027 Paso, El;38027; Paso, El
43101 Passanant i Belltall;43101; Passanant i Belltall
37233 Pastores;37233; Pastores
27044 Pastoriza, A;27044; Pastoriza, A
19212 Pastrana;19212; Pastrana
50203 Pastriz;50203; Pastriz
46190 Paterna;46190; Paterna
11025 Paterna de Rivera;11025; Paterna de Rivera
21056 Paterna del Campo;21056; Paterna del Campo
02058 Paterna del Madera;02058; Paterna del Madera
04073 Paterna del Río;04073; Paterna del Río
28107 Patones;28107; Patones
17128 Pau;17128; Pau
43102 Paüls;43102; Paüls
12088 Pavías;12088; Pavías
21057 Paymogo;21057; Paymogo
34124 Payo de Ojeda;34124; Payo de Ojeda
37234 Payo, El;37234; Payo, El
36037 Pazos de Borbén;36037; Pazos de Borbén
26113 Pazuengos;26113; Pazuengos
23066 Peal de Becerro;23066; Peal de Becerro
04074 Pechina;04074; Pechina
16153 Pedernoso, El;16153; Pedernoso, El
27045 Pedrafita do Cebreiro;27045; Pedrafita do Cebreiro
47111 Pedraja de Portillo, La;47111; Pedraja de Portillo, La
47112 Pedrajas de San Esteban;47112; Pedrajas de San Esteban
46191 Pedralba;46191; Pedralba
49145 Pedralba de la Pradería;49145; Pedralba de la Pradería
40156 Pedraza;40156; Pedraza
37235 Pedraza de Alba;37235; Pedraza de Alba
34125 Pedraza de Campos;34125; Pedraza de Campos
19213 Pedregal, El;19213; Pedregal, El
03101 Pedreguer;03101; Pedreguer
41072 Pedrera;41072; Pedrera
17129 Pedret i Marzà;17129; Pedret i Marzà
28108 Pedrezuela;28108; Pedrezuela
14050 Pedro Abad;14050; Pedro Abad
05182 Pedro Bernardo;05182; Pedro Bernardo
18152 Pedro Martínez;18152; Pedro Martínez
13061 Pedro Muñoz;13061; Pedro Muñoz
14051 Pedroche;14051; Pedroche
50204 Pedrola;50204; Pedrola
16154 Pedroñeras, Las;16154; Pedroñeras, Las
05183 Pedro-Rodríguez;05183; Pedro-Rodríguez
09256 Pedrosa de Duero;09256; Pedrosa de Duero
34126 Pedrosa de la Vega;34126; Pedrosa de la Vega
09259 Pedrosa de Río Úrbel;09259; Pedrosa de Río Úrbel
09257 Pedrosa del Páramo;09257; Pedrosa del Páramo
09258 Pedrosa del Príncipe;09258; Pedrosa del Príncipe
47113 Pedrosa del Rey;47113; Pedrosa del Rey
50205 Pedrosas, Las;50205; Pedrosas, Las
37236 Pedrosillo de Alba;37236; Pedrosillo de Alba
37237 Pedrosillo de los Aires;37237; Pedrosillo de los Aires
37238 Pedrosillo el Ralo;37238; Pedrosillo el Ralo
26114 Pedroso;26114; Pedroso
10139 Pedroso de Acim;10139; Pedroso de Acim
37239 Pedroso de la Armuña, El;37239; Pedroso de la Armuña, El
41073 Pedroso, El;41073; Pedroso, El
23067 Pegalajar;23067; Pegalajar
03102 Pego;03102; Pego
49146 Pego, El;49146; Pego, El
05184 Peguerinos;05184; Peguerinos
37240 Pelabravo;37240; Pelabravo
45131 Pelahustán;45131; Pelahustán
37241 Pelarrodríguez;37241; Pelarrodríguez
37242 Pelayos;37242; Pelayos
28109 Pelayos de la Presa;28109; Pelayos de la Presa
40157 Pelayos del Arroyo;40157; Pelayos del Arroyo
49147 Peleagonzalo;49147; Peleagonzalo
49148 Peleas de Abajo;49148; Peleas de Abajo
18153 Peligros;18153; Peligros
39048 Penagos;39048; Penagos
03103 Penàguila;03103; Penàguila
25164 Penelles;25164; Penelles
12089 Peníscola/Peñíscola;12089; Peníscola/Peñíscola
37243 Peña, La;37243; Peña, La
37244 Peñacaballera;37244; Peñacaballera
01044 Peñacerrada-Urizaharra;01044; Peñacerrada-Urizaharra
47114 Peñafiel;47114; Peñafiel
41074 Peñaflor;41074; Peñaflor
47115 Peñaflor de Hornija;47115; Peñaflor de Hornija
22172 Peñalba;22172; Peñalba
05185 Peñalba de Ávila;05185; Peñalba de Ávila
19214 Peñalén;19214; Peñalén
06100 Peñalsordo;06100; Peñalsordo
19215 Peñalver;19215; Peñalver
33046 Peñamellera Alta;33046; Peñamellera Alta
33047 Peñamellera Baja;33047; Peñamellera Baja
37245 Peñaparda;37245; Peñaparda
37246 Peñaranda de Bracamonte;37246; Peñaranda de Bracamonte
09261 Peñaranda de Duero;09261; Peñaranda de Duero
37247 Peñarandilla;37247; Peñarandilla
44179 Peñarroya de Tastavins;44179; Peñarroya de Tastavins
14052 Peñarroya-Pueblonuevo;14052; Peñarroya-Pueblonuevo
39049 Peñarrubia;39049; Peñarrubia
22173 Peñas de Riglos, Las;22173; Peñas de Riglos, Las
02060 Peñas de San Pedro;02060; Peñas de San Pedro
02059 Peñascosa;02059; Peñascosa
49149 Peñausende;49149; Peñausende
45132 Pepino;45132; Pepino
49150 Peque;49150; Peque
17130 Pera, La;17130; Pera, La
44180 Peracense;44180; Peracense
08160 Perafita;08160; Perafita
43103 Perafort;43103; Perafort
09262 Peral de Arlanza;09262; Peral de Arlanza
16155 Peral, El;16155; Peral, El
17132 Peralada;17132; Peralada
10140 Peraleda de la Mata;10140; Peraleda de la Mata
10141 Peraleda de San Román;10141; Peraleda de San Román
06101 Peraleda del Zaucejo;06101; Peraleda del Zaucejo
16156 Peraleja, La;16156; Peraleja, La
44181 Peralejos;44181; Peralejos
37248 Peralejos de Abajo;37248; Peralejos de Abajo
37249 Peralejos de Arriba;37249; Peralejos de Arriba
19216 Peralejos de las Truchas;19216; Peralejos de las Truchas
34127 Perales;34127; Perales
28110 Perales de Tajuña;28110; Perales de Tajuña
44182 Perales del Alfambra;44182; Perales del Alfambra
10142 Perales del Puerto;10142; Perales del Puerto
22174 Peralta de Alcofea;22174; Peralta de Alcofea
22175 Peralta de Calasanz;22175; Peralta de Calasanz
31202 Peralta/Azkoien;31202; Peralta/Azkoien
22176 Peraltilla;22176; Peraltilla
19217 Peralveche;19217; Peralveche
25165 Peramola;25165; Peramola
24112 Peranzanes;24112; Peranzanes
22177 Perarrúa;22177; Perarrúa
49151 Perdigón, El;49151; Perdigón, El
50206 Perdiguera;50206; Perdiguera
32058 Pereiro de Aguiar, O;32058; Pereiro de Aguiar, O
43104 Perelló, El;43104; Perelló, El
37250 Pereña de la Ribera;37250; Pereña de la Ribera
49152 Pereruela;49152; Pereruela
29079 Periana;29079; Periana
49153 Perilla de Castro;49153; Perilla de Castro
34904 Pernía, La;34904; Pernía, La
37251 Peromingo;37251; Peromingo
40158 Perosillo;40158; Perosillo
32059 Peroxa, A;32059; Peroxa, A
22178 Pertusa;22178; Pertusa
39050 Pesaguero;39050; Pesaguero
10143 Pescueza;10143; Pescueza
10144 Pesga, La;10144; Pesga, La
33048 Pesoz;33048; Pesoz
39051 Pesquera;39051; Pesquera
47116 Pesquera de Duero;47116; Pesquera de Duero
16157 Pesquera, La;16157; Pesquera, La
31203 Petilla de Aragón;31203; Petilla de Aragón
32060 Petín;32060; Petín
07041 Petra;07041; Petra
03104 Petrer;03104; Petrer
46192 Petrés;46192; Petrés
02061 Pétrola;02061; Pétrola
18154 Peza, La;18154; Peza, La
28111 Pezuela de las Torres;28111; Pezuela de las Torres
49154 Pías;49154; Pías
46193 Picanya;46193; Picanya
46194 Picassent;46194; Picassent
16158 Picazo, El;16158; Picazo, El
13062 Picón;13062; Picón
13063 Piedrabuena;13063; Piedrabuena
05186 Piedrahíta;05186; Piedrahíta
49155 Piedrahita de Castro;49155; Piedrahita de Castro
05187 Piedralaves;05187; Piedralaves
31204 Piedramillera;31204; Piedramillera
10145 Piedras Albas;10145; Piedras Albas
50207 Piedratajada;50207; Piedratajada
39052 Piélagos;39052; Piélagos
08161 Piera;08161; Piera
09265 Piérnigas;09265; Piérnigas
03902 Pilar de la Horadada;03902; Pilar de la Horadada
41075 Pilas;41075; Pilas
46195 Piles;46195; Piles
43105 Piles, Les;43105; Piles, Les
33049 Piloña;33049; Piloña
50208 Pina de Ebro;50208; Pina de Ebro
12090 Pina de Montalgrao;12090; Pina de Montalgrao
38901 Pinar de El Hierro, El;38901; Pinar de El Hierro, El
18910 Pinar, El;18910; Pinar, El
16159 Pinarejo;16159; Pinarejo
40159 Pinarejos;40159; Pinarejos
40160 Pinarnegrillo;40160; Pinarnegrillo
16160 Pineda de Gigüela;16160; Pineda de Gigüela
09266 Pineda de la Sierra;09266; Pineda de la Sierra
08163 Pineda de Mar;08163; Pineda de Mar
09267 Pineda Trasmonte;09267; Pineda Trasmonte
37252 Pinedas;37252; Pinedas
43106 Pinell de Brai, El;43106; Pinell de Brai, El
25166 Pinell de Solsonès;25166; Pinell de Solsonès
46196 Pinet;46196; Pinet
19218 Pinilla de Jadraque;19218; Pinilla de Jadraque
09268 Pinilla de los Barruecos;09268; Pinilla de los Barruecos
09269 Pinilla de los Moros;09269; Pinilla de los Moros
19219 Pinilla de Molina;19219; Pinilla de Molina
49156 Pinilla de Toro;49156; Pinilla de Toro
42139 Pinilla del Campo;42139; Pinilla del Campo
28112 Pinilla del Valle;28112; Pinilla del Valle
09270 Pinilla Trasmonte;09270; Pinilla Trasmonte
26115 Pinillos;26115; Pinillos
37253 Pino de Tormes, El;37253; Pino de Tormes, El
49157 Pino del Oro;49157; Pino del Oro
34129 Pino del Río;34129; Pino del Río
15066 Pino, O;15066; Pino, O
10146 Pinofranqueado;10146; Pinofranqueado
25167 Pinós;25167; Pinós
03105 Pinós, el/Pinoso;03105; Pinós, el/Pinoso
18157 Pinos Genil;18157; Pinos Genil
18158 Pinos Puente;18158; Pinos Puente
50209 Pinseque;50209; Pinseque
50210 Pintanos, Los;50210; Pintanos, Los
28113 Pinto;28113; Pinto
34130 Piña de Campos;34130; Piña de Campos
47117 Piña de Esgueva;47117; Piña de Esgueva
18159 Píñar;18159; Píñar
47118 Piñel de Abajo;47118; Piñel de Abajo
47119 Piñel de Arriba;47119; Piñel de Arriba
49158 Piñero, El;49158; Piñero, El
32061 Piñor;32061; Piñor
28114 Piñuécar-Gandullas;28114; Piñuécar-Gandullas
10147 Piornal;10147; Piornal
19220 Pioz;19220; Pioz
19221 Piqueras;19221; Piqueras
16161 Piqueras del Castillo;16161; Piqueras del Castillo
43107 Pira;43107; Pira
22181 Piracés;22181; Piracés
44183 Pitarque;44183; Pitarque
37254 Pitiegua;37254; Pitiegua
31205 Pitillas;31205; Pitillas
29080 Pizarra;29080; Pizarra
37255 Pizarral;37255; Pizarral
43108 Pla de Santa Maria, El;43108; Pla de Santa Maria, El
08164 Pla del Penedès, El;08164; Pla del Penedès, El
22182 Plan;22182; Plan
03106 Planes;03106; Planes
17133 Planes d'Hostoles, Les;17133; Planes d'Hostoles, Les
17134 Planoles;17134; Planoles
25911 Plans de Sió, Els;25911; Plans de Sió, Els
10148 Plasencia;10148; Plasencia
50211 Plasencia de Jalón;50211; Plasencia de Jalón
10149 Plasenzuela;10149; Plasenzuela
50212 Pleitas;50212; Pleitas
50213 Plenas;50213; Plenas
48077 Plentzia;48077; Plentzia
30032 Pliego;30032; Pliego
44184 Plou;44184; Plou
25168 Poal, El;25168; Poal, El
12093 Pobla de Benifassà, la;12093; Pobla de Benifassà, la
25169 Pobla de Cérvoles, La;25169; Pobla de Cérvoles, La
08165 Pobla de Claramunt, La;08165; Pobla de Claramunt, La
46199 Pobla de Farnals, la;46199; Pobla de Farnals, la
08166 Pobla de Lillet, La;08166; Pobla de Lillet, La
43109 Pobla de Mafumet, La;43109; Pobla de Mafumet, La
43110 Pobla de Massaluca, La;43110; Pobla de Massaluca, La
43111 Pobla de Montornès, La;43111; Pobla de Montornès, La
25171 Pobla de Segur, La;25171; Pobla de Segur, La
46202 Pobla de Vallbona, la;46202; Pobla de Vallbona, la
46200 Pobla del Duc, la;46200; Pobla del Duc, la
46203 Pobla Llarga, la;46203; Pobla Llarga, la
07044 Pobla, Sa;07044; Pobla, Sa
12094 Pobla Tornesa, la;12094; Pobla Tornesa, la
34131 Población de Arroyo;34131; Población de Arroyo
34132 Población de Campos;34132; Población de Campos
34133 Población de Cerrato;34133; Población de Cerrato
24113 Pobladura de Pelayo García;24113; Pobladura de Pelayo García
49160 Pobladura de Valderaduey;49160; Pobladura de Valderaduey
49159 Pobladura del Valle;49159; Pobladura del Valle
13064 Poblete;13064; Poblete
03901 Poblets, els;03901; Poblets, els
19222 Pobo de Dueñas, El;19222; Pobo de Dueñas, El
44185 Pobo, El;44185; Pobo, El
43112 Poboleda;43112; Poboleda
32063 Pobra de Trives, A;32063; Pobra de Trives, A
27047 Pobra do Brollón, A;27047; Pobra do Brollón, A
15067 Pobra do Caramiñal, A;15067; Pobra do Caramiñal, A
36041 Poio;36041; Poio
27046 Pol;27046; Pol
24114 Pola de Gordón, La;24114; Pola de Gordón, La
39053 Polaciones;39053; Polaciones
45133 Polán;45133; Polán
39054 Polanco;39054; Polanco
34134 Polentinos;34134; Polentinos
22184 Poleñino;22184; Poleñino
18161 Polícar;18161; Polícar
08167 Polinyà;08167; Polinyà
46197 Polinyà de Xúquer;46197; Polinyà de Xúquer
07042 Pollença;07042; Pollença
47121 Pollos;47121; Pollos
03107 Polop;03107; Polop
18162 Polopos;18162; Polopos
34135 Pomar de Valdivia;34135; Pomar de Valdivia
50214 Pomer;50214; Pomer
24115 Ponferrada;24115; Ponferrada
33050 Ponga;33050; Ponga
43113 Pont d'Armentera, El;43113; Pont d'Armentera, El
25030 Pont de Bar, El;25030; Pont de Bar, El
17135 Pont de Molins;17135; Pont de Molins
25173 Pont de Suert, El;25173; Pont de Suert, El
08182 Pont de Vilomara i Rocafort, El;08182; Pont de Vilomara i Rocafort, El
36043 Ponte Caldelas;36043; Ponte Caldelas
36042 Ponteareas;36042; Ponteareas
15068 Ponteceso;15068; Ponteceso
36044 Pontecesures;36044; Pontecesures
15069 Pontedeume;15069; Pontedeume
32064 Pontedeva;32064; Pontedeva
27048 Pontenova, A;27048; Pontenova, A
15070 Pontes de García Rodríguez, As;15070; Pontes de García Rodríguez, As
36038 Pontevedra;36038; Pontevedra
43141 Pontils;43141; Pontils
08168 Pontons;08168; Pontons
17136 Pontós;17136; Pontós
25172 Ponts;25172; Ponts
23069 Porcuna;23069; Porcuna
32062 Porqueira;32062; Porqueira
17137 Porqueres;17137; Porqueres
43114 Porrera;43114; Porrera
07043 Porreres;07043; Porreres
36039 Porriño, O;36039; Porriño, O
17140 Port de la Selva, El;17140; Port de la Selva, El
10150 Portaje;10150; Portaje
16162 Portalrubio de Guadamejud;16162; Portalrubio de Guadamejud
36040 Portas;36040; Portas
17138 Portbou;17138; Portbou
12091 Portell de Morella;12091; Portell de Morella
